loan_id,customer_id,product_type,origination_date,principal_amount,interest_rate,term_months,risk_grade,current_balance,delinquency_bucket,status,months_on_book
3190,2515,Personal Loan,2022-10-30,23978.48,0.0945,24.0,D,0.0,Current,Paid Off,45
3191,2515,Credit Card,2024-10-16,6960.16,0.2495,,B,2698.34,Current,Active,21
3192,2516,Credit Card,2022-08-05,15847.49,0.21,,B,12357.05,Current,Active,47
3193,2516,Credit Card,2024-04-16,4385.29,0.1877,,D,3894.24,90+ DPD,Charged Off,27
3194,2518,Auto Loan,2025-12-25,17588.32,0.1082,48.0,C,15506.54,Current,Active,7
3195,2521,Auto Loan,2024-01-01,13946.5,0.0719,48.0,B,5449.9,Current,Active,30
3196,2522,Credit Card,2025-01-21,10716.32,0.1945,,B,5238.71,Current,Active,18
3197,2522,Auto Loan,2022-12-23,16680.57,0.0721,72.0,C,6758.34,Current,Active,43
3198,2523,Personal Loan,2024-05-07,16301.38,0.1239,36.0,B,4380.62,Current,Active,26
3199,2524,Credit Card,2026-04-14,6047.15,0.2427,,B,2242.01,Current,Active,3
3200,2525,Credit Card,2026-01-03,1773.39,0.1699,,B,1432.01,Current,Active,6
3201,2527,Personal Loan,2024-03-23,22777.8,0.1187,48.0,A,9949.08,Current,Active,28
3202,2527,Credit Card,2026-04-06,7119.77,0.1626,,B,3857.11,Current,Active,3
3203,2527,Credit Card,2025-07-09,12191.97,0.2574,,A,3248.0,Current,Active,12
3204,2528,Credit Card,2025-05-06,12189.38,0.2166,,B,3074.53,Current,Active,14
3205,2529,Personal Loan,2025-02-22,16384.61,0.1355,36.0,A,8680.04,Current,Active,17
3206,2530,Mortgage,2022-05-31,165054.74,0.0697,180.0,C,119167.37,Current,Active,50
3207,2531,Credit Card,2022-03-09,16880.54,0.1847,,A,9007.81,Current,Active,52
3208,2532,Mortgage,2024-09-07,349495.18,0.067,360.0,C,322291.86,Current,Active,22
3209,2533,Personal Loan,2025-07-19,9210.93,0.1643,36.0,B,5977.08,Current,Active,12
3210,2533,Auto Loan,2022-07-09,35301.73,0.0679,36.0,C,0.0,Current,Paid Off,48
3211,2533,Personal Loan,2023-08-16,21995.68,0.1118,48.0,C,6105.13,Current,Active,35
3212,2535,Personal Loan,2024-11-06,22406.17,0.0918,48.0,A,11945.18,Current,Active,20
3213,2536,Mortgage,2023-09-30,379801.36,0.0553,240.0,A,302334.7,Current,Active,34
3214,2537,Auto Loan,2023-02-27,18828.15,0.079,60.0,D,5519.05,Current,Active,41
3215,2537,Credit Card,2025-01-23,17252.47,0.1733,,C,1884.97,Current,Active,18
3216,2537,Credit Card,2025-08-03,5585.94,0.1784,,B,2559.86,Current,Active,11
3217,2538,Personal Loan,2022-03-01,23002.76,0.1651,48.0,B,0.0,Current,Paid Off,52
3218,2538,Auto Loan,2022-06-30,18890.86,0.064,72.0,A,6241.56,Current,Active,49
3219,2539,Auto Loan,2025-07-04,43957.18,0.0909,60.0,E,38680.98,90+ DPD,Charged Off,12
3220,2539,Auto Loan,2022-02-04,14410.03,0.1093,72.0,D,3451.13,Current,Active,53
3221,2540,Personal Loan,2023-09-12,13681.73,0.1048,36.0,C,773.82,Current,Active,34
3222,2541,Auto Loan,2023-09-02,44083.33,0.0877,72.0,B,21782.74,Current,Active,34
3223,2541,Personal Loan,2023-04-20,13443.37,0.1717,24.0,A,0.0,Current,Paid Off,39
3224,2543,Personal Loan,2025-07-02,5976.52,0.133,24.0,A,3926.73,90+ DPD,Charged Off,12
3225,2544,Credit Card,2023-04-27,4236.51,0.1876,,E,2486.36,60-89 DPD,Active,39
3226,2545,Credit Card,2025-02-22,2592.62,0.254,,A,757.77,Current,Active,17
3227,2547,Credit Card,2025-04-05,15478.35,0.2198,,C,2491.66,Current,Active,15
3228,2549,Personal Loan,2023-07-11,22282.53,0.1578,24.0,C,0.0,Current,Paid Off,36
3229,2549,Credit Card,2022-08-02,5131.08,0.2244,,C,994.05,Current,Active,47
3230,2550,Credit Card,2022-03-10,6559.59,0.1771,,B,5308.68,Current,Active,52
3231,2550,Personal Loan,2022-06-18,5006.2,0.1215,36.0,A,0.0,Current,Paid Off,49
3232,2551,Auto Loan,2022-10-05,14371.29,0.1,72.0,C,10001.59,90+ DPD,Charged Off,45
3233,2552,Personal Loan,2023-12-05,7136.44,0.1663,48.0,B,2426.91,30-59 DPD,Active,31
3234,2553,Credit Card,2023-12-23,2029.32,0.207,,B,896.4,Current,Active,31
3235,2554,Auto Loan,2024-09-22,41254.33,0.0978,60.0,D,36121.7,90+ DPD,Charged Off,22
3236,2555,Credit Card,2022-06-27,14249.29,0.2272,,E,11716.21,90+ DPD,Charged Off,49
3237,2555,Auto Loan,2023-03-12,29700.08,0.0848,36.0,B,0.0,Current,Paid Off,40
3238,2555,Personal Loan,2025-10-18,3558.32,0.1738,36.0,C,2723.56,Current,Active,9
3239,2556,Personal Loan,2022-12-09,18805.42,0.1842,48.0,A,1833.83,Current,Active,43
3240,2558,Personal Loan,2025-08-17,12421.99,0.0973,36.0,B,8627.05,Current,Active,11
3241,2558,Credit Card,2023-05-02,4347.13,0.2075,,A,3512.39,Current,Active,38
3242,2560,Mortgage,2023-09-08,230196.53,0.0547,360.0,B,190433.91,Current,Active,34
3243,2560,Credit Card,2025-06-09,4305.71,0.2269,,C,1463.74,Current,Active,13
3244,2561,Auto Loan,2025-11-02,34005.85,0.0795,48.0,C,25934.79,30-59 DPD,Active,8
3245,2562,Personal Loan,2024-06-01,20400.59,0.1261,36.0,C,6476.78,Current,Active,25
3246,2562,Credit Card,2022-02-13,16585.97,0.2115,,C,12064.55,Current,Active,53
3247,2563,Credit Card,2023-11-03,9865.81,0.2457,,D,3476.66,Current,Active,32
3248,2564,Personal Loan,2022-06-07,3881.92,0.1559,24.0,D,0.0,Current,Paid Off,49
3249,2564,Credit Card,2024-10-25,17176.06,0.2583,,B,9773.01,30-59 DPD,Active,21
3250,2565,Credit Card,2023-10-28,19789.26,0.2084,,B,4119.31,Current,Active,33
3251,2565,Auto Loan,2024-01-06,8592.28,0.0806,48.0,B,3036.28,Current,Active,30
3252,2565,Credit Card,2023-01-13,18629.45,0.2329,,A,14321.09,Current,Active,42
3253,2566,Personal Loan,2022-02-17,13749.61,0.1196,36.0,D,0.0,Current,Paid Off,53
3254,2566,Auto Loan,2022-08-04,22902.53,0.0617,72.0,C,8272.88,Current,Active,47
3255,2567,Credit Card,2025-01-11,11419.48,0.1636,,A,8777.52,Current,Active,18
3256,2568,Credit Card,2023-02-18,19713.08,0.2427,,A,5916.01,Current,Active,41
3257,2569,Mortgage,2023-12-08,366115.24,0.0617,180.0,A,287652.22,Current,Active,31
3258,2569,Auto Loan,2025-01-14,15062.06,0.1079,36.0,A,7484.61,Current,Active,18
3259,2570,Auto Loan,2026-04-25,28122.73,0.0536,48.0,C,24424.18,90+ DPD,Charged Off,3
3260,2570,Personal Loan,2022-07-01,5068.41,0.1231,24.0,D,0.0,Current,Paid Off,48
3261,2570,Mortgage,2024-08-18,453707.82,0.0621,180.0,D,413920.99,Current,Active,23
3262,2571,Personal Loan,2025-02-28,16031.36,0.1201,24.0,B,4408.38,Current,Active,17
3263,2571,Credit Card,2025-05-22,18186.26,0.1706,,B,4766.93,Current,Active,14
3264,2571,Credit Card,2022-03-30,19976.12,0.2563,,E,17183.39,90+ DPD,Charged Off,52
3265,2573,Personal Loan,2025-12-16,8455.02,0.1888,24.0,C,5537.74,Current,Active,7
3266,2574,Credit Card,2022-07-05,9019.08,0.2559,,D,5408.56,Current,Active,48
3267,2575,Personal Loan,2026-03-05,9354.79,0.1451,36.0,C,8488.14,Current,Active,4
3268,2578,Personal Loan,2025-02-23,19666.93,0.169,36.0,B,10624.45,30-59 DPD,Active,17
3269,2580,Credit Card,2024-01-07,8589.19,0.2211,,E,6923.95,30-59 DPD,Active,30
3270,2581,Personal Loan,2025-11-04,23814.89,0.0924,36.0,D,19390.0,Current,Active,8
3271,2582,Personal Loan,2023-01-05,9113.37,0.0904,48.0,B,1194.31,Current,Active,42
3272,2582,Personal Loan,2023-05-01,18364.44,0.1356,24.0,C,0.0,Current,Paid Off,38
3273,2584,Credit Card,2024-12-25,2126.1,0.1788,,A,1037.85,Current,Active,19
3274,2585,Credit Card,2024-12-27,8432.87,0.1637,,D,4750.27,Current,Active,19
3275,2586,Personal Loan,2024-05-06,20136.32,0.1171,48.0,A,9436.09,Current,Active,26
3276,2587,Mortgage,2025-03-18,217097.37,0.0606,360.0,B,198279.76,Current,Active,16
3277,2588,Personal Loan,2024-08-12,24693.57,0.1282,24.0,C,1171.72,30-59 DPD,Active,23
3278,2588,Credit Card,2024-04-30,17714.45,0.2032,,B,9251.15,30-59 DPD,Active,27
3279,2589,Personal Loan,2025-06-28,12382.01,0.1323,36.0,B,7525.39,Current,Active,13
3280,2590,Personal Loan,2023-06-04,17917.7,0.187,36.0,C,0.0,Current,Paid Off,37
3281,2590,Credit Card,2023-10-04,18422.3,0.1946,,D,8327.4,90+ DPD,Active,33
3282,2591,Auto Loan,2022-03-24,18284.71,0.0847,60.0,B,2205.77,Current,Active,52
3283,2591,Personal Loan,2025-05-21,12847.68,0.1117,48.0,D,9295.01,30-59 DPD,Active,14
3284,2592,Credit Card,2022-09-16,11462.37,0.205,,A,9046.94,Current,Active,46
3285,2592,Personal Loan,2024-03-23,10112.94,0.1017,48.0,B,3806.19,Current,Active,28
3286,2594,Mortgage,2024-07-21,602367.91,0.0513,240.0,B,569163.76,Current,Active,24
3287,2595,Auto Loan,2026-03-28,31486.28,0.0962,48.0,E,19517.82,90+ DPD,Charged Off,4
3288,2595,Auto Loan,2026-04-16,13369.42,0.0581,48.0,E,12055.1,Current,Active,3
3289,2596,Personal Loan,2025-07-17,12822.45,0.1797,36.0,D,8410.51,60-89 DPD,Active,12
3290,2597,Personal Loan,2025-10-08,18406.45,0.0951,36.0,A,13170.3,Current,Active,9
3291,2597,Credit Card,2025-02-20,15278.52,0.2383,,C,12320.4,Current,Active,17
3292,2598,Auto Loan,2024-03-26,39545.53,0.0827,72.0,D,24097.63,Current,Active,28
3293,2599,Auto Loan,2022-06-16,28936.57,0.0772,72.0,B,9593.34,Current,Active,49
3294,2599,Credit Card,2023-12-13,5365.43,0.1675,,C,3894.14,90+ DPD,Charged Off,31
3295,2600,Personal Loan,2022-01-30,9464.52,0.1702,48.0,A,0.0,Current,Paid Off,54
3296,2600,Personal Loan,2025-12-04,15869.28,0.183,48.0,B,13935.12,Current,Active,7
3297,2601,Personal Loan,2023-10-05,17932.25,0.1055,36.0,D,12639.11,90+ DPD,Charged Off,33
3298,2601,Auto Loan,2023-09-19,10041.03,0.077,48.0,D,8202.5,90+ DPD,Charged Off,34
3299,2602,Credit Card,2022-10-22,5860.13,0.1963,,B,773.21,Current,Active,45
3300,2602,Credit Card,2022-08-06,16171.72,0.185,,C,6320.05,Current,Active,47
3301,2603,Personal Loan,2024-04-29,3791.94,0.1166,36.0,A,903.93,Current,Active,27
3302,2603,Personal Loan,2024-10-23,3557.18,0.1222,36.0,A,1396.87,Current,Active,21
3303,2604,Mortgage,2023-03-19,599838.76,0.0586,360.0,B,488573.23,30-59 DPD,Active,40
3304,2604,Personal Loan,2025-09-30,19355.09,0.1194,48.0,B,15662.83,Current,Active,10
3305,2605,Auto Loan,2022-08-31,34703.46,0.0788,36.0,A,0.0,Current,Paid Off,47
3306,2605,Auto Loan,2024-11-12,30649.84,0.1058,48.0,A,18561.73,Current,Active,20
3307,2605,Mortgage,2025-10-06,270561.35,0.0677,360.0,B,252814.56,Current,Active,9
3308,2606,Personal Loan,2024-10-21,3927.95,0.1705,48.0,A,2119.85,Current,Active,21
3309,2607,Personal Loan,2022-07-01,12597.0,0.1382,36.0,E,0.0,Current,Paid Off,48
3310,2608,Auto Loan,2023-08-03,31587.42,0.0926,48.0,C,8723.43,Current,Active,35
3311,2609,Auto Loan,2024-10-30,29358.17,0.0685,48.0,C,15576.21,Current,Active,21
3312,2610,Auto Loan,2024-12-05,33009.83,0.0594,72.0,B,22504.98,Current,Active,19
3313,2611,Personal Loan,2025-12-07,12927.82,0.1063,24.0,D,5268.21,90+ DPD,Charged Off,7
3314,2611,Auto Loan,2022-08-04,22714.55,0.0841,48.0,E,1054.41,Current,Active,47
3315,2612,Credit Card,2022-07-26,3299.3,0.1762,,B,533.93,Current,Active,48
3316,2613,Personal Loan,2023-12-06,6031.75,0.0913,48.0,B,2051.21,Current,Active,31
3317,2614,Auto Loan,2024-01-23,22979.78,0.0782,60.0,A,11282.27,Current,Active,30
3318,2614,Credit Card,2025-09-28,11165.18,0.2448,,A,5341.87,Current,Active,10
3319,2614,Credit Card,2023-10-05,15601.36,0.1983,,B,5299.65,Current,Active,33
3320,2615,Personal Loan,2025-05-30,11450.81,0.1496,36.0,C,8633.64,90+ DPD,Charged Off,14
3321,2615,Auto Loan,2024-04-01,11387.01,0.0817,72.0,C,7375.5,Current,Active,27
3322,2615,Personal Loan,2024-05-27,10240.02,0.164,48.0,B,4899.83,Current,Active,26
3323,2616,Credit Card,2025-01-01,2918.01,0.1644,,D,355.82,Current,Active,18
3324,2617,Auto Loan,2024-02-29,9776.76,0.0565,72.0,B,5396.27,Current,Active,29
3325,2617,Auto Loan,2024-08-31,29680.45,0.0901,72.0,C,18702.68,Current,Active,23
3326,2618,Personal Loan,2025-03-15,22707.77,0.0992,24.0,D,7390.79,90+ DPD,Active,16
3327,2619,Credit Card,2025-09-03,11082.77,0.2008,,E,8112.87,Current,Active,10
3328,2620,Personal Loan,2026-04-26,3215.88,0.168,24.0,A,2909.12,Current,Active,3
3329,2620,Credit Card,2022-06-18,16588.51,0.1638,,B,2197.98,Current,Active,49
3330,2622,Auto Loan,2024-02-06,23606.26,0.0809,36.0,C,4629.98,Current,Active,29
3331,2623,Credit Card,2025-08-08,15059.79,0.2338,,B,2499.03,Current,Active,11
3332,2623,Personal Loan,2022-06-21,5880.4,0.1847,36.0,A,0.0,Current,Paid Off,49
3333,2625,Mortgage,2024-12-10,592727.49,0.065,240.0,B,553931.8,Current,Active,19
3334,2625,Auto Loan,2023-08-31,23779.19,0.0609,60.0,A,9152.85,Current,Active,35
3335,2626,Auto Loan,2026-02-14,11475.96,0.0538,48.0,B,10441.28,Current,Active,5
3336,2627,Credit Card,2025-05-29,18777.63,0.2464,,D,14429.63,90+ DPD,Active,14
3337,2628,Auto Loan,2022-07-12,21374.71,0.0783,48.0,A,0.0,Current,Paid Off,48
3338,2629,Personal Loan,2023-10-05,20777.11,0.1064,48.0,A,5955.66,Current,Active,33
3339,2630,Credit Card,2026-04-07,11658.31,0.2381,,A,5823.08,Current,Active,3
3340,2631,Auto Loan,2025-02-16,43151.1,0.0511,72.0,B,31665.8,Current,Active,17
3341,2631,Auto Loan,2025-07-20,42904.89,0.0583,36.0,B,26445.58,Current,Active,12
3342,2633,Credit Card,2024-05-19,15846.16,0.2279,,C,2707.15,Current,Active,26
3343,2633,Mortgage,2025-07-01,556218.88,0.0611,360.0,A,505645.82,Current,Active,12
3344,2633,Personal Loan,2022-07-27,4419.82,0.1733,48.0,A,0.0,Current,Paid Off,48
3345,2634,Auto Loan,2023-11-01,35343.49,0.0667,36.0,C,3923.64,Current,Active,32
3346,2635,Personal Loan,2023-06-22,7839.78,0.1863,24.0,A,0.0,Current,Paid Off,37
3347,2635,Auto Loan,2024-06-13,25676.81,0.1075,72.0,B,15604.04,Current,Active,25
3348,2636,Credit Card,2025-09-12,5627.6,0.2446,,B,3162.23,Current,Active,10
3349,2638,Personal Loan,2025-10-08,6722.87,0.1825,48.0,C,5271.04,Current,Active,9
3350,2639,Credit Card,2022-01-18,19519.18,0.1918,,B,13181.63,Current,Active,54
3351,2641,Auto Loan,2023-08-29,16785.13,0.0869,60.0,B,6592.77,Current,Active,35
3352,2642,Credit Card,2024-05-13,13153.36,0.2462,,B,2117.58,60-89 DPD,Active,26
3353,2643,Credit Card,2024-03-15,5910.92,0.1935,,D,4531.05,Current,Active,28
3354,2644,Credit Card,2025-03-13,19728.07,0.2475,,C,14435.18,30-59 DPD,Active,16
3355,2646,Personal Loan,2023-04-02,15287.29,0.1215,48.0,B,2896.02,Current,Active,39
3356,2646,Auto Loan,2023-10-04,15892.92,0.0898,60.0,A,7221.31,Current,Active,33
3357,2647,Credit Card,2023-05-14,16620.23,0.163,,A,12190.33,Current,Active,38
3358,2647,Credit Card,2022-08-05,10005.14,0.177,,D,2538.52,Current,Active,47
3359,2647,Credit Card,2023-08-11,4451.6,0.2583,,C,2775.74,90+ DPD,Charged Off,35
3360,2648,Credit Card,2022-05-04,11272.21,0.161,,C,3226.56,30-59 DPD,Active,50
3361,2650,Credit Card,2025-05-10,6419.98,0.1832,,D,3646.47,90+ DPD,Charged Off,14
3362,2651,Auto Loan,2023-06-16,39220.88,0.0629,72.0,A,18838.09,Current,Active,37
3363,2652,Personal Loan,2025-02-14,15369.33,0.1259,36.0,C,8287.74,Current,Active,17
3364,2653,Auto Loan,2022-10-12,34042.65,0.0955,60.0,B,8124.2,Current,Active,45
3365,2655,Personal Loan,2024-02-27,11798.54,0.1721,36.0,B,2199.48,Current,Active,29
3366,2655,Auto Loan,2022-04-07,39407.07,0.0725,48.0,B,0.0,Current,Paid Off,51
3367,2656,Personal Loan,2023-02-05,8897.59,0.1557,48.0,C,1284.29,90+ DPD,Active,41
3368,2656,Personal Loan,2022-03-17,5127.17,0.1235,36.0,B,0.0,Current,Paid Off,52
3369,2657,Personal Loan,2025-08-05,22273.56,0.1533,24.0,C,12643.6,Current,Active,11
3370,2657,Auto Loan,2025-01-05,35115.51,0.0701,60.0,A,22907.26,Current,Active,18
3371,2660,Personal Loan,2025-09-05,21518.4,0.1623,24.0,C,13072.12,Current,Active,10
3372,2662,Personal Loan,2023-07-19,3895.45,0.0902,24.0,E,0.0,Current,Paid Off,36
3373,2663,Credit Card,2022-06-12,14795.97,0.1769,,C,6634.3,Current,Active,49
3374,2664,Credit Card,2025-01-26,19447.47,0.2014,,E,10005.71,Current,Active,18
3375,2666,Auto Loan,2023-05-31,44082.94,0.1051,36.0,B,0.0,Current,Paid Off,38
3376,2667,Auto Loan,2023-08-10,41831.18,0.0809,60.0,A,16245.8,Current,Active,35
3377,2668,Personal Loan,2023-06-15,20977.47,0.1201,24.0,B,0.0,Current,Paid Off,37
3378,2668,Mortgage,2022-10-26,591075.9,0.0513,240.0,D,228159.16,90+ DPD,Charged Off,45
3379,2669,Auto Loan,2024-08-01,31726.31,0.0731,60.0,B,18637.42,Current,Active,23
3380,2670,Personal Loan,2022-08-23,24100.37,0.1318,48.0,A,1250.81,Current,Active,47
3381,2672,Auto Loan,2022-04-22,28122.68,0.0824,48.0,A,0.0,Current,Paid Off,51
3382,2672,Mortgage,2022-01-01,445857.81,0.0556,180.0,B,291765.05,Current,Active,54
3383,2674,Personal Loan,2023-12-21,9178.2,0.105,36.0,C,1304.41,Current,Active,31
3384,2674,Personal Loan,2025-11-13,11707.84,0.1043,48.0,B,10181.56,Current,Active,8
3385,2675,Credit Card,2022-02-26,15613.24,0.2129,,D,8948.78,Current,Active,53
3386,2675,Personal Loan,2025-06-01,10829.28,0.1747,36.0,E,6290.21,90+ DPD,Charged Off,13
3387,2676,Personal Loan,2024-04-01,10110.84,0.1804,48.0,C,4443.68,Current,Active,27
3388,2676,Personal Loan,2025-10-20,16609.41,0.16,36.0,A,11370.05,Current,Active,9
3389,2677,Credit Card,2024-12-17,16288.94,0.1613,,D,4056.03,90+ DPD,Active,19
3390,2681,Credit Card,2024-02-01,11867.08,0.2431,,E,10497.73,90+ DPD,Charged Off,29
3391,2682,Auto Loan,2023-06-30,42654.13,0.0648,60.0,A,15951.97,Current,Active,37
3392,2683,Credit Card,2023-06-26,10358.89,0.2136,,B,6051.97,Current,Active,37
3393,2683,Mortgage,2023-09-18,306661.42,0.0603,360.0,C,287432.29,Current,Active,34
3394,2685,Mortgage,2025-09-05,190782.33,0.0735,240.0,B,165522.0,Current,Active,10
3395,2686,Personal Loan,2023-02-28,24153.69,0.1257,36.0,A,0.0,Current,Paid Off,41
3396,2688,Mortgage,2024-03-07,362396.38,0.0653,360.0,B,321786.15,Current,Active,28
3397,2689,Personal Loan,2023-09-16,16194.22,0.1873,36.0,D,854.65,Current,Active,34
3398,2690,Mortgage,2022-09-01,625762.81,0.0616,360.0,A,565163.44,Current,Active,46
3399,2691,Credit Card,2022-01-21,18489.18,0.2082,,A,5540.42,Current,Active,54
3400,2692,Personal Loan,2023-04-24,10022.5,0.1397,24.0,A,0.0,Current,Paid Off,39
3401,2693,Auto Loan,2023-12-01,26168.54,0.0747,72.0,B,14060.02,Current,Active,31
3402,2693,Credit Card,2024-01-25,1042.06,0.1817,,A,849.2,Current,Active,30
3403,2693,Credit Card,2022-02-17,3334.04,0.2597,,A,1804.94,Current,Active,53
3404,2695,Auto Loan,2022-03-12,43918.5,0.0509,60.0,A,5524.59,Current,Active,52
3405,2696,Mortgage,2023-03-11,583999.88,0.0468,240.0,A,507805.4,Current,Active,40
3406,2697,Personal Loan,2022-11-10,5035.5,0.1197,24.0,C,0.0,Current,Paid Off,44
3407,2698,Credit Card,2023-08-17,10421.17,0.1826,,B,7706.14,Current,Active,35
3408,2699,Credit Card,2024-07-02,5770.15,0.2483,,E,4104.56,Current,Active,24
3409,2700,Auto Loan,2026-01-01,39212.47,0.0591,48.0,D,35436.67,Current,Active,6
3410,2701,Personal Loan,2023-10-25,17657.05,0.1519,36.0,B,1391.5,Current,Active,33
3411,2702,Mortgage,2024-12-02,381650.77,0.0456,360.0,C,341962.38,Current,Active,19
3412,2703,Credit Card,2022-07-12,5399.06,0.1824,,A,1880.54,Current,Active,48
3413,2703,Auto Loan,2024-03-06,32514.81,0.0937,48.0,B,13567.33,Current,Active,28
3414,2703,Mortgage,2025-09-11,572550.05,0.0672,360.0,A,578629.28,Current,Active,10
3415,2704,Credit Card,2023-11-12,8963.92,0.2236,,A,1446.28,Current,Active,32
3416,2704,Credit Card,2024-08-03,14488.95,0.1917,,B,8554.06,Current,Active,23
3417,2705,Mortgage,2023-08-22,313088.69,0.0529,240.0,B,264319.97,Current,Active,35
3418,2706,Auto Loan,2025-04-08,21619.4,0.0745,72.0,B,17168.35,Current,Active,15
3419,2707,Personal Loan,2023-11-26,11452.51,0.0937,36.0,A,1166.66,Current,Active,32
3420,2707,Auto Loan,2025-01-28,25370.14,0.1036,48.0,C,14442.45,Current,Active,18
3421,2708,Personal Loan,2023-09-04,12219.1,0.1585,48.0,D,5058.09,90+ DPD,Charged Off,34
3422,2708,Auto Loan,2023-10-08,8292.51,0.1027,36.0,C,653.28,Current,Active,33
3423,2709,Auto Loan,2022-05-16,32590.82,0.1096,72.0,A,26086.79,90+ DPD,Charged Off,50
3424,2709,Personal Loan,2025-02-22,3170.97,0.0964,24.0,B,949.24,Current,Active,17
3425,2710,Personal Loan,2025-02-28,7580.06,0.1517,48.0,C,4800.36,30-59 DPD,Active,17
3426,2712,Auto Loan,2025-02-17,35701.35,0.0885,72.0,C,28330.85,Current,Active,17
3427,2713,Mortgage,2024-06-06,164350.37,0.0585,360.0,C,158596.57,Current,Active,25
3428,2714,Credit Card,2022-02-18,15456.07,0.241,,A,8316.37,Current,Active,53
3429,2715,Credit Card,2023-11-01,17598.89,0.1989,,B,8387.26,Current,Active,32
3430,2715,Credit Card,2025-05-09,11706.66,0.2393,,C,3412.63,Current,Active,14
3431,2716,Personal Loan,2023-09-13,14706.46,0.1627,48.0,D,3867.54,Current,Active,34
3432,2716,Credit Card,2025-07-18,3286.89,0.1637,,C,2481.31,Current,Active,12
3433,2716,Mortgage,2023-12-16,395943.68,0.062,240.0,C,267729.34,90+ DPD,Charged Off,31
3434,2717,Credit Card,2026-04-20,6041.14,0.2358,,D,4299.37,90+ DPD,Active,3
3435,2718,Personal Loan,2025-09-20,20517.35,0.1652,36.0,E,13365.45,30-59 DPD,Active,10
3436,2718,Auto Loan,2023-03-21,19516.07,0.0879,36.0,A,0.0,Current,Paid Off,40
3437,2719,Credit Card,2023-03-23,15329.59,0.253,,A,7305.96,Current,Active,40
3438,2719,Mortgage,2024-09-19,568719.66,0.0713,360.0,B,558774.95,Current,Active,22
3439,2720,Credit Card,2025-08-08,3023.96,0.2115,,D,1825.17,90+ DPD,Charged Off,11
3440,2720,Personal Loan,2025-09-17,17776.09,0.0981,36.0,C,13371.36,Current,Active,10
3441,2721,Personal Loan,2024-10-08,4038.58,0.1697,24.0,D,497.69,Current,Active,21
3442,2723,Credit Card,2026-01-01,3396.95,0.1856,,B,2329.61,Current,Active,6
3443,2723,Auto Loan,2022-12-13,22954.43,0.0535,60.0,B,6597.87,Current,Active,43
3444,2724,Auto Loan,2025-08-07,18695.74,0.0716,48.0,C,14869.98,60-89 DPD,Active,11
3445,2725,Personal Loan,2024-07-21,12167.14,0.129,48.0,C,5793.29,Current,Active,24
3446,2725,Credit Card,2025-06-09,1240.23,0.2223,,C,407.15,Current,Active,13
3447,2726,Personal Loan,2025-08-19,7459.87,0.115,36.0,A,5277.09,Current,Active,11
3448,2726,Personal Loan,2024-11-25,10302.26,0.1158,48.0,A,6854.1,90+ DPD,Charged Off,20
3449,2727,Credit Card,2023-12-12,9450.17,0.2168,,E,3947.69,90+ DPD,Charged Off,31
3450,2727,Personal Loan,2022-09-03,20385.94,0.1189,48.0,E,920.85,Current,Active,46
3451,2727,Credit Card,2025-06-12,6159.38,0.2126,,B,1964.71,Current,Active,13
3452,2728,Auto Loan,2022-02-02,9296.22,0.0627,36.0,C,0.0,Current,Paid Off,53
3453,2728,Personal Loan,2025-07-18,16227.02,0.1414,48.0,C,11748.69,30-59 DPD,Active,12
3454,2729,Personal Loan,2022-11-16,18204.52,0.1265,24.0,A,0.0,Current,Paid Off,44
3455,2730,Mortgage,2025-09-05,122039.58,0.0666,180.0,A,115446.81,Current,Active,10
3456,2731,Auto Loan,2024-01-21,14228.11,0.0661,60.0,B,6678.4,Current,Active,30
3457,2732,Mortgage,2022-01-20,190684.3,0.0565,180.0,C,129107.09,60-89 DPD,Active,54
3458,2733,Mortgage,2025-03-13,426462.36,0.0457,360.0,B,396857.31,Current,Active,16
3459,2734,Personal Loan,2024-06-20,23241.19,0.1312,48.0,B,11035.58,Current,Active,25
3460,2735,Auto Loan,2024-04-02,21940.2,0.0952,36.0,A,5463.75,Current,Active,27
3461,2735,Personal Loan,2025-07-18,15132.98,0.1433,24.0,A,7183.14,Current,Active,12
